County,County Code,Year,Year Code,Gender,Gender Code,UCD - ICD Chapter,UCD - ICD Chapter Code,Deaths,Population
"Miami-Dade County, FL",12086,2010,2010,Female,F,Neoplasms,C00-D48,35,1067656
"Miami-Dade County, FL",12086,2010,2010,Male,M,Neoplasms,C00-D48,31,1046829
"Miami-Dade County, FL",12086,2011,2011,Female,F,Neoplasms,C00-D48,38,1085367
"Miami-Dade County, FL",12086,2011,2011,Male,M,Neoplasms,C00-D48,45,1074181
"Miami-Dade County, FL",12086,2012,2012,Female,F,Neoplasms,C00-D48,31,1098630
"Miami-Dade County, FL",12086,2012,2012,Male,M,Neoplasms,C00-D48,55,1084379
"Miami-Dade County, FL",12086,2013,2013,Female,F,Neoplasms,C00-D48,35,1102109
"Miami-Dade County, FL",12086,2013,2013,Male,M,Neoplasms,C00-D48,51,1092824
"Miami-Dade County, FL",12086,2014,2014,Female,F,Neoplasms,C00-D48,32,1118918
"Miami-Dade County, FL",12086,2014,2014,Male,M,Neoplasms,C00-D48,47,1108402
"Miami-Dade County, FL",12086,2015,2015,Female,F,Neoplasms,C00-D48,38,1126702
"Miami-Dade County, FL",12086,2015,2015,Male,M,Neoplasms,C00-D48,50,1113980
"Miami-Dade County, FL",12086,2016,2016,Female,F,Neoplasms,C00-D48,40,1127761
"Miami-Dade County, FL",12086,2016,2016,Male,M,Neoplasms,C00-D48,48,1119613
"Orange County, FL",12095,2008,2008,Female,F,Neoplasms,C00-D48,10,498111
"Orange County, FL",12095,2008,2008,Male,M,Neoplasms,C00-D48,23,497901
"Orange County, FL",12095,2009,2009,Female,F,Neoplasms,C00-D48,11,504909
"Orange County, FL",12095,2009,2009,Male,M,Neoplasms,C00-D48,15,503797
"Orange County, FL",12095,2010,2010,Female,F,Neoplasms,C00-D48,19,511129
"Orange County, FL",12095,2010,2010,Male,M,Neoplasms,C00-D48,19,509471
"Orange County, FL",12095,2011,2011,Female,F,Neoplasms,C00-D48,13,519538
"Orange County, FL",12095,2011,2011,Male,M,Neoplasms,C00-D48,17,518428
"Orange County, FL",12095,2012,2012,Female,F,Neoplasms,C00-D48,16,533715
"Orange County, FL",12095,2012,2012,Male,M,Neoplasms,C00-D48,22,531411
"Orange County, FL",12095,2013,2013,Female,F,Neoplasms,C00-D48,13,541363
"Orange County, FL",12095,2013,2013,Male,M,Neoplasms,C00-D48,18,539532
"Orange County, FL",12095,2014,2014,Female,F,Neoplasms,C00-D48,17,553254
"Orange County, FL",12095,2014,2014,Male,M,Neoplasms,C00-D48,23,548795
"Orange County, FL",12095,2015,2015,Male,M,Neoplasms,C00-D48,21,562035
"Orange County, FL",12095,2016,2016,Female,F,Neoplasms,C00-D48,16,576670
"Orange County, FL",12095,2016,2016,Male,M,Neoplasms,C00-D48,17,572824
"Palm Beach County, FL",12099,2008,2008,Female,F,Neoplasms,C00-D48,11,503845
"Palm Beach County, FL",12099,2008,2008,Male,M,Neoplasms,C00-D48,17,498116
"Palm Beach County, FL",12099,2009,2009,Female,F,Neoplasms,C00-D48,19,508873
"Palm Beach County, FL",12099,2009,2009,Male,M,Neoplasms,C00-D48,21,502562
"Palm Beach County, FL",12099,2010,2010,Female,F,Neoplasms,C00-D48,11,514155
"Palm Beach County, FL",12099,2010,2010,Male,M,Neoplasms,C00-D48,24,507326
"Palm Beach County, FL",12099,2011,2011,Female,F,Neoplasms,C00-D48,10,518021
"Palm Beach County, FL",12099,2011,2011,Male,M,Neoplasms,C00-D48,15,512392
"Palm Beach County, FL",12099,2012,2012,Female,F,Neoplasms,C00-D48,15,523983
"Palm Beach County, FL",12099,2012,2012,Male,M,Neoplasms,C00-D48,29,519113
"Palm Beach County, FL",12099,2013,2013,Female,F,Neoplasms,C00-D48,15,527117
"Palm Beach County, FL",12099,2013,2013,Male,M,Neoplasms,C00-D48,23,522375
"Palm Beach County, FL",12099,2014,2014,Female,F,Neoplasms,C00-D48,14,536399
"Palm Beach County, FL",12099,2014,2014,Male,M,Neoplasms,C00-D48,21,529438
"Palm Beach County, FL",12099,2015,2015,Female,F,Neoplasms,C00-D48,20,544543
"Palm Beach County, FL",12099,2015,2015,Male,M,Neoplasms,C00-D48,19,536740
"Palm Beach County, FL",12099,2016,2016,Female,F,Neoplasms,C00-D48,14,550042
"Palm Beach County, FL",12099,2016,2016,Male,M,Neoplasms,C00-D48,19,542427
"Pasco County, FL",12101,2008,2008,Male,M,Neoplasms,C00-D48,12,178631
"Pasco County, FL",12101,2009,2009,Male,M,Neoplasms,C00-D48,11,179022
"Pasco County, FL",12101,2011,2011,Male,M,Neoplasms,C00-D48,14,179564
"Pasco County, FL",12101,2013,2013,Female,F,Neoplasms,C00-D48,11,185074
"Pasco County, FL",12101,2014,2014,Male,M,Neoplasms,C00-D48,14,183442
"Pasco County, FL",12101,2015,2015,Female,F,Neoplasms,C00-D48,10,192610
"Pasco County, FL",12101,2015,2015,Male,M,Neoplasms,C00-D48,13,187457
"Pasco County, FL",12101,2016,2016,Female,F,Neoplasms,C00-D48,10,197119
"Pinellas County, FL",12103,2008,2008,Female,F,Neoplasms,C00-D48,20,362044
"Pinellas County, FL",12103,2008,2008,Male,M,Neoplasms,C00-D48,19,353538
"Pinellas County, FL",12103,2009,2009,Female,F,Neoplasms,C00-D48,16,361598
"Pinellas County, FL",12103,2009,2009,Male,M,Neoplasms,C00-D48,29,352146
"Pinellas County, FL",12103,2010,2010,Female,F,Neoplasms,C00-D48,13,361654
"Pinellas County, FL",12103,2010,2010,Male,M,Neoplasms,C00-D48,28,352496
"Pinellas County, FL",12103,2011,2011,Female,F,Neoplasms,C00-D48,11,360828
"Pinellas County, FL",12103,2011,2011,Male,M,Neoplasms,C00-D48,24,351580
"Pinellas County, FL",12103,2012,2012,Female,F,Neoplasms,C00-D48,13,359524
"Pinellas County, FL",12103,2012,2012,Male,M,Neoplasms,C00-D48,16,349615
"Pinellas County, FL",12103,2013,2013,Female,F,Neoplasms,C00-D48,13,361184
"Pinellas County, FL",12103,2013,2013,Male,M,Neoplasms,C00-D48,12,349749
"Pinellas County, FL",12103,2014,2014,Female,F,Neoplasms,C00-D48,11,363513
"Pinellas County, FL",12103,2014,2014,Male,M,Neoplasms,C00-D48,14,350569
"Pinellas County, FL",12103,2015,2015,Female,F,Neoplasms,C00-D48,19,366152
"Pinellas County, FL",12103,2015,2015,Male,M,Neoplasms,C00-D48,11,352814
"Pinellas County, FL",12103,2016,2016,Female,F,Neoplasms,C00-D48,16,368128
"Pinellas County, FL",12103,2016,2016,Male,M,Neoplasms,C00-D48,23,354876
"Polk County, FL",12105,2009,2009,Male,M,Neoplasms,C00-D48,11,241133
"Polk County, FL",12105,2012,2012,Male,M,Neoplasms,C00-D48,10,245429
"Polk County, FL",12105,2013,2013,Male,M,Neoplasms,C00-D48,15,246861
"Polk County, FL",12105,2014,2014,Female,F,Neoplasms,C00-D48,10,253055
"Polk County, FL",12105,2014,2014,Male,M,Neoplasms,C00-D48,10,250511
"Polk County, FL",12105,2015,2015,Male,M,Neoplasms,C00-D48,11,255975
"St. Lucie County, FL",12111,2012,2012,Male,M,Neoplasms,C00-D48,11,108829
"Seminole County, FL",12117,2015,2015,Male,M,Neoplasms,C00-D48,10,186174
"Volusia County, FL",12127,2008,2008,Male,M,Neoplasms,C00-D48,17,195450
"Volusia County, FL",12127,2009,2009,Male,M,Neoplasms,C00-D48,13,193318
"Volusia County, FL",12127,2010,2010,Male,M,Neoplasms,C00-D48,15,192850
"Volusia County, FL",12127,2011,2011,Male,M,Neoplasms,C00-D48,10,191531
"Volusia County, FL",12127,2012,2012,Female,F,Neoplasms,C00-D48,10,191740
"Volusia County, FL",12127,2012,2012,Male,M,Neoplasms,C00-D48,12,190077
"Volusia County, FL",12127,2013,2013,Male,M,Neoplasms,C00-D48,17,189993
"Volusia County, FL",12127,2014,2014,Male,M,Neoplasms,C00-D48,17,191629
"Volusia County, FL",12127,2015,2015,Male,M,Neoplasms,C00-D48,12,194586
"Volusia County, FL",12127,2016,2016,Female,F,Neoplasms,C00-D48,12,200035
"Volusia County, FL",12127,2016,2016,Male,M,Neoplasms,C00-D48,12,197168
"Chatham County, GA",13051,2013,2013,Female,F,Neoplasms,C00-D48,10,120905
"Cobb County, GA",13067,2008,2008,Male,M,Neoplasms,C00-D48,14,302426
"Cobb County, GA",13067,2009,2009,Male,M,Neoplasms,C00-D48,10,303734
"Cobb County, GA",13067,2011,2011,Male,M,Neoplasms,C00-D48,12,307181
"Cobb County, GA",13067,2012,2012,Female,F,Neoplasms,C00-D48,10,320224
"Cobb County, GA",13067,2013,2013,Female,F,Neoplasms,C00-D48,10,323797
"Cobb County, GA",13067,2015,2015,Male,M,Neoplasms,C00-D48,11,317907
"Cobb County, GA",13067,2016,2016,Male,M,Neoplasms,C00-D48,14,319048
"DeKalb County, GA",13089,2008,2008,Female,F,Neoplasms,C00-D48,15,316633
"DeKalb County, GA",13089,2009,2009,Female,F,Neoplasms,C00-D48,11,318231
"DeKalb County, GA",13089,2009,2009,Male,M,Neoplasms,C00-D48,17,300958
"DeKalb County, GA",13089,2010,2010,Female,F,Neoplasms,C00-D48,17,318219
"DeKalb County, GA",13089,2010,2010,Male,M,Neoplasms,C00-D48,12,301018
"DeKalb County, GA",13089,2011,2011,Female,F,Neoplasms,C00-D48,12,319165
"DeKalb County, GA",13089,2011,2011,Male,M,Neoplasms,C00-D48,15,304209
"DeKalb County, GA",13089,2012,2012,Female,F,Neoplasms,C00-D48,12,323314
"DeKalb County, GA",13089,2012,2012,Male,M,Neoplasms,C00-D48,11,305629
"DeKalb County, GA",13089,2013,2013,Male,M,Neoplasms,C00-D48,11,306075
"DeKalb County, GA",13089,2014,2014,Female,F,Neoplasms,C00-D48,11,329406
"DeKalb County, GA",13089,2015,2015,Female,F,Neoplasms,C00-D48,14,334396
"DeKalb County, GA",13089,2016,2016,Male,M,Neoplasms,C00-D48,19,311332
"Fulton County, GA",13121,2008,2008,Female,F,Neoplasms,C00-D48,17,402510
"Fulton County, GA",13121,2008,2008,Male,M,Neoplasms,C00-D48,20,397136
"Fulton County, GA",13121,2009,2009,Female,F,Neoplasms,C00-D48,19,410187
"Fulton County, GA",13121,2009,2009,Male,M,Neoplasms,C00-D48,17,402928
"Fulton County, GA",13121,2010,2010,Female,F,Neoplasms,C00-D48,10,416570
"Fulton County, GA",13121,2010,2010,Male,M,Neoplasms,C00-D48,21,408057
"Fulton County, GA",13121,2011,2011,Female,F,Neoplasms,C00-D48,10,427275
"Fulton County, GA",13121,2011,2011,Male,M,Neoplasms,C00-D48,14,421655
"Fulton County, GA",13121,2012,2012,Female,F,Neoplasms,C00-D48,19,438722
"Fulton County, GA",13121,2012,2012,Male,M,Neoplasms,C00-D48,19,431448
"Fulton County, GA",13121,2013,2013,Female,F,Neoplasms,C00-D48,12,440306
"Fulton County, GA",13121,2013,2013,Male,M,Neoplasms,C00-D48,18,430804
"Fulton County, GA",13121,2014,2014,Female,F,Neoplasms,C00-D48,12,445436
"Fulton County, GA",13121,2014,2014,Male,M,Neoplasms,C00-D48,18,433950
"Fulton County, GA",13121,2015,2015,Male,M,Neoplasms,C00-D48,19,437074
"Fulton County, GA",13121,2016,2016,Female,F,Neoplasms,C00-D48,23,455541
"Fulton County, GA",13121,2016,2016,Male,M,Neoplasms,C00-D48,18,441061
"Gwinnett County, GA",13135,2008,2008,Female,F,Neoplasms,C00-D48,12,359066
"Gwinnett County, GA",13135,2009,2009,Female,F,Neoplasms,C00-D48,14,366375
"Gwinnett County, GA",13135,2009,2009,Male,M,Neoplasms,C00-D48,16,364972
"Gwinnett County, GA",13135,2010,2010,Male,M,Neoplasms,C00-D48,17,367537
"Gwinnett County, GA",13135,2011,2011,Male,M,Neoplasms,C00-D48,10,375442
"Gwinnett County, GA",13135,2012,2012,Female,F,Neoplasms,C00-D48,10,385327
"Gwinnett County, GA",13135,2012,2012,Male,M,Neoplasms,C00-D48,13,379884
"Gwinnett County, GA",13135,2013,2013,Female,F,Neoplasms,C00-D48,13,392095
"Gwinnett County, GA",13135,2014,2014,Female,F,Neoplasms,C00-D48,13,399685
"Gwinnett County, GA",13135,2014,2014,Male,M,Neoplasms,C00-D48,16,391625
"Gwinnett County, GA",13135,2015,2015,Male,M,Neoplasms,C00-D48,15,398015
"Gwinnett County, GA",13135,2016,2016,Female,F,Neoplasms,C00-D48,13,410054
"Richmond County, GA",13245,2009,2009,Male,M,Neoplasms,C00-D48,10,85239
"Richmond County, GA",13245,2010,2010,Male,M,Neoplasms,C00-D48,12,86229
"Richmond County, GA",13245,2011,2011,Male,M,Neoplasms,C00-D48,12,86300
"Richmond County, GA",13245,2012,2012,Female,F,Neoplasms,C00-D48,10,88384
"Hawaii County, HI",15001,2015,2015,Female,F,Neoplasms,C00-D48,10,78247
"Hawaii County, HI",15001,2016,2016,Male,M,Neoplasms,C00-D48,10,79151
"Honolulu County, HI",15003,2008,2008,Female,F,Neoplasms,C00-D48,10,385148
"Honolulu County, HI",15003,2008,2008,Male,M,Neoplasms,C00-D48,26,403271
"Honolulu County, HI",15003,2009,2009,Female,F,Neoplasms,C00-D48,20,388408
"Honolulu County, HI",15003,2009,2009,Male,M,Neoplasms,C00-D48,19,405969
"Honolulu County, HI",15003,2010,2010,Female,F,Neoplasms,C00-D48,18,391635
"Honolulu County, HI",15003,2010,2010,Male,M,Neoplasms,C00-D48,29,410563
"Honolulu County, HI",15003,2011,2011,Female,F,Neoplasms,C00-D48,17,393076
"Honolulu County, HI",15003,2011,2011,Male,M,Neoplasms,C00-D48,28,414740
"Honolulu County, HI",15003,2012,2012,Female,F,Neoplasms,C00-D48,19,393739
"Honolulu County, HI",15003,2012,2012,Male,M,Neoplasms,C00-D48,19,422309
"Honolulu County, HI",15003,2013,2013,Female,F,Neoplasms,C00-D48,18,392489
"Honolulu County, HI",15003,2013,2013,Male,M,Neoplasms,C00-D48,22,425193
"Honolulu County, HI",15003,2014,2014,Female,F,Neoplasms,C00-D48,18,393125
"Honolulu County, HI",15003,2014,2014,Male,M,Neoplasms,C00-D48,16,428002
"Honolulu County, HI",15003,2015,2015,Female,F,Neoplasms,C00-D48,20,392990
"Honolulu County, HI",15003,2015,2015,Male,M,Neoplasms,C00-D48,20,430171
"Honolulu County, HI",15003,2016,2016,Female,F,Neoplasms,C00-D48,18,392940
"Honolulu County, HI",15003,2016,2016,Male,M,Neoplasms,C00-D48,16,421420
"Ada County, ID",16001,2011,2011,Female,F,Neoplasms,C00-D48,11,173466
"Cook County, IL",17031,2008,2008,Female,F,Neoplasms,C00-D48,100,2263302
"Cook County, IL",17031,2008,2008,Male,M,Neoplasms,C00-D48,139,2217113
"Cook County, IL",17031,2009,2009,Female,F,Neoplasms,C00-D48,92,2273367
"Cook County, IL",17031,2009,2009,Male,M,Neoplasms,C00-D48,123,2222344
"Cook County, IL",17031,2010,2010,Female,F,Neoplasms,C00-D48,100,2278469
"Cook County, IL",17031,2010,2010,Male,M,Neoplasms,C00-D48,136,2226768
"Cook County, IL",17031,2011,2011,Female,F,Neoplasms,C00-D48,70,2280854
"Cook County, IL",17031,2011,2011,Male,M,Neoplasms,C00-D48,121,2232481
"Cook County, IL",17031,2012,2012,Female,F,Neoplasms,C00-D48,88,2280014
"Cook County, IL",17031,2012,2012,Male,M,Neoplasms,C00-D48,126,2232420
"Cook County, IL",17031,2013,2013,Female,F,Neoplasms,C00-D48,85,2275400
"Cook County, IL",17031,2013,2013,Male,M,Neoplasms,C00-D48,111,2231084
"Cook County, IL",17031,2014,2014,Female,F,Neoplasms,C00-D48,78,2273605
"Cook County, IL",17031,2014,2014,Male,M,Neoplasms,C00-D48,99,2224354
"Cook County, IL",17031,2015,2015,Female,F,Neoplasms,C00-D48,84,2261253
"Cook County, IL",17031,2015,2015,Male,M,Neoplasms,C00-D48,126,2215738
"Cook County, IL",17031,2016,2016,Female,F,Neoplasms,C00-D48,94,2234371
"Cook County, IL",17031,2016,2016,Male,M,Neoplasms,C00-D48,108,2196256
"DuPage County, IL",17043,2008,2008,Female,F,Neoplasms,C00-D48,15,399496
"DuPage County, IL",17043,2008,2008,Male,M,Neoplasms,C00-D48,14,399102
"DuPage County, IL",17043,2009,2009,Female,F,Neoplasms,C00-D48,12,399842
"DuPage County, IL",17043,2009,2009,Male,M,Neoplasms,C00-D48,19,398267
"DuPage County, IL",17043,2010,2010,Female,F,Neoplasms,C00-D48,11,401034
"DuPage County, IL",17043,2010,2010,Male,M,Neoplasms,C00-D48,19,398772
"DuPage County, IL",17043,2011,2011,Female,F,Neoplasms,C00-D48,13,402298
"DuPage County, IL",17043,2011,2011,Male,M,Neoplasms,C00-D48,13,400367
"DuPage County, IL",17043,2012,2012,Female,F,Neoplasms,C00-D48,11,401760
"DuPage County, IL",17043,2012,2012,Male,M,Neoplasms,C00-D48,15,400008
"DuPage County, IL",17043,2013,2013,Female,F,Neoplasms,C00-D48,17,400667
"DuPage County, IL",17043,2013,2013,Male,M,Neoplasms,C00-D48,15,399696
"DuPage County, IL",17043,2014,2014,Female,F,Neoplasms,C00-D48,15,399278
"DuPage County, IL",17043,2014,2014,Male,M,Neoplasms,C00-D48,22,397449
"DuPage County, IL",17043,2015,2015,Female,F,Neoplasms,C00-D48,13,397180
"DuPage County, IL",17043,2015,2015,Male,M,Neoplasms,C00-D48,18,396436
"DuPage County, IL",17043,2016,2016,Female,F,Neoplasms,C00-D48,11,393063
"DuPage County, IL",17043,2016,2016,Male,M,Neoplasms,C00-D48,12,392296
"Kane County, IL",17089,2011,2011,Female,F,Neoplasms,C00-D48,11,227884
"Kane County, IL",17089,2011,2011,Male,M,Neoplasms,C00-D48,10,233069
"Kane County, IL",17089,2014,2014,Male,M,Neoplasms,C00-D48,10,231472
"Lake County, IL",17097,2008,2008,Female,F,Neoplasms,C00-D48,15,305394
"Lake County, IL",17097,2008,2008,Male,M,Neoplasms,C00-D48,10,313876
"Lake County, IL",17097,2009,2009,Female,F,Neoplasms,C00-D48,10,306441
"Lake County, IL",17097,2009,2009,Male,M,Neoplasms,C00-D48,15,314409
"Lake County, IL",17097,2010,2010,Female,F,Neoplasms,C00-D48,10,307014
"Lake County, IL",17097,2010,2010,Male,M,Neoplasms,C00-D48,16,314674
"Lake County, IL",17097,2011,2011,Female,F,Neoplasms,C00-D48,10,306622
"Lake County, IL",17097,2011,2011,Male,M,Neoplasms,C00-D48,10,314766
"Lake County, IL",17097,2012,2012,Male,M,Neoplasms,C00-D48,11,311151
"Lake County, IL",17097,2013,2013,Male,M,Neoplasms,C00-D48,11,310105
"Lake County, IL",17097,2015,2015,Female,F,Neoplasms,C00-D48,10,299696
"Madison County, IL",17119,2013,2013,Male,M,Neoplasms,C00-D48,10,111369
"St. Clair County, IL",17163,2008,2008,Male,M,Neoplasms,C00-D48,10,112733
"St. Clair County, IL",17163,2015,2015,Male,M,Neoplasms,C00-D48,11,109685
"Will County, IL",17197,2008,2008,Female,F,Neoplasms,C00-D48,10,298813
"Will County, IL",17197,2008,2008,Male,M,Neoplasms,C00-D48,17,304020
"Will County, IL",17197,2009,2009,Female,F,Neoplasms,C00-D48,12,300147
"Will County, IL",17197,2009,2009,Male,M,Neoplasms,C00-D48,10,304572
"Will County, IL",17197,2010,2010,Female,F,Neoplasms,C00-D48,10,301182
"Will County, IL",17197,2010,2010,Male,M,Neoplasms,C00-D48,12,304675
"Will County, IL",17197,2011,2011,Female,F,Neoplasms,C00-D48,11,301417
"Will County, IL",17197,2011,2011,Male,M,Neoplasms,C00-D48,14,305310
"Will County, IL",17197,2012,2012,Male,M,Neoplasms,C00-D48,15,304019
"Will County, IL",17197,2013,2013,Male,M,Neoplasms,C00-D48,11,302663
"Will County, IL",17197,2014,2014,Male,M,Neoplasms,C00-D48,10,302064
"Will County, IL",17197,2015,2015,Male,M,Neoplasms,C00-D48,12,301850
"Will County, IL",17197,2016,2016,Male,M,Neoplasms,C00-D48,13,301526
"Winnebago County, IL",17201,2008,2008,Female,F,Neoplasms,C00-D48,10,126606
"Winnebago County, IL",17201,2014,2014,Female,F,Neoplasms,C00-D48,10,120633
"Winnebago County, IL",17201,2014,2014,Male,M,Neoplasms,C00-D48,14,119310
"Winnebago County, IL",17201,2016,2016,Male,M,Neoplasms,C00-D48,12,117179
"Allen County, IN",18003,2009,2009,Male,M,Neoplasms,C00-D48,14,152437
"Allen County, IN",18003,2013,2013,Male,M,Neoplasms,C00-D48,10,154433
"Lake County, IN",18089,2010,2010,Male,M,Neoplasms,C00-D48,14,208533
"Lake County, IN",18089,2012,2012,Male,M,Neoplasms,C00-D48,10,206634
"Lake County, IN",18089,2013,2013,Female,F,Neoplasms,C00-D48,10,210792
"Lake County, IN",18089,2013,2013,Male,M,Neoplasms,C00-D48,12,204966
"Lake County, IN",18089,2016,2016,Female,F,Neoplasms,C00-D48,11,205124
"Lake County, IN",18089,2016,2016,Male,M,Neoplasms,C00-D48,12,199883
"Marion County, IN",18097,2008,2008,Female,F,Neoplasms,C00-D48,17,396517
"Marion County, IN",18097,2008,2008,Male,M,Neoplasms,C00-D48,26,383961
"Marion County, IN",18097,2009,2009,Female,F,Neoplasms,C00-D48,19,400851
"Marion County, IN",18097,2009,2009,Male,M,Neoplasms,C00-D48,27,387959
"Marion County, IN",18097,2010,2010,Female,F,Neoplasms,C00-D48,15,403500
"Marion County, IN",18097,2010,2010,Male,M,Neoplasms,C00-D48,18,389941
"Marion County, IN",18097,2011,2011,Female,F,Neoplasms,C00-D48,14,406502
"Marion County, IN",18097,2011,2011,Male,M,Neoplasms,C00-D48,15,392198
"Marion County, IN",18097,2012,2012,Female,F,Neoplasms,C00-D48,19,409315
"Marion County, IN",18097,2012,2012,Male,M,Neoplasms,C00-D48,20,394993
"Marion County, IN",18097,2013,2013,Male,M,Neoplasms,C00-D48,20,398068
"Marion County, IN",18097,2014,2014,Female,F,Neoplasms,C00-D48,16,415480
"Marion County, IN",18097,2014,2014,Male,M,Neoplasms,C00-D48,11,398799
"Marion County, IN",18097,2015,2015,Female,F,Neoplasms,C00-D48,13,416198
"Marion County, IN",18097,2015,2015,Male,M,Neoplasms,C00-D48,11,400370
"Marion County, IN",18097,2016,2016,Male,M,Neoplasms,C00-D48,15,399751
"Johnson County, KS",20091,2012,2012,Male,M,Neoplasms,C00-D48,11,241523
"Sedgwick County, KS",20173,2009,2009,Female,F,Neoplasms,C00-D48,12,214504
"Sedgwick County, KS",20173,2009,2009,Male,M,Neoplasms,C00-D48,11,216212
"Sedgwick County, KS",20173,2010,2010,Female,F,Neoplasms,C00-D48,13,215964
"Sedgwick County, KS",20173,2011,2011,Male,M,Neoplasms,C00-D48,15,218177
"Sedgwick County, KS",20173,2012,2012,Male,M,Neoplasms,C00-D48,13,218861
"Jefferson County, KY",21111,2008,2008,Female,F,Neoplasms,C00-D48,11,315882
"Jefferson County, KY",21111,2008,2008,Male,M,Neoplasms,C00-D48,14,307622
"Jefferson County, KY",21111,2009,2009,Male,M,Neoplasms,C00-D48,12,311258
"Jefferson County, KY",21111,2010,2010,Female,F,Neoplasms,C00-D48,10,319491
"Jefferson County, KY",21111,2011,2011,Male,M,Neoplasms,C00-D48,19,314132
"Jefferson County, KY",21111,2012,2012,Female,F,Neoplasms,C00-D48,10,321981
"Jefferson County, KY",21111,2012,2012,Male,M,Neoplasms,C00-D48,13,314846
"Jefferson County, KY",21111,2013,2013,Female,F,Neoplasms,C00-D48,12,324046
"Jefferson County, KY",21111,2013,2013,Male,M,Neoplasms,C00-D48,16,315697
"Jefferson County, KY",21111,2014,2014,Female,F,Neoplasms,C00-D48,10,324186
"Jefferson County, KY",21111,2014,2014,Male,M,Neoplasms,C00-D48,16,315550
"Jefferson County, KY",21111,2015,2015,Male,M,Neoplasms,C00-D48,17,315945
"Jefferson County, KY",21111,2016,2016,Female,F,Neoplasms,C00-D48,12,323070
"Jefferson County, KY",21111,2016,2016,Male,M,Neoplasms,C00-D48,17,315800
"Caddo Parish, LA",22017,2010,2010,Male,M,Neoplasms,C00-D48,11,105305
"Caddo Parish, LA",22017,2013,2013,Male,M,Neoplasms,C00-D48,10,103920
"East Baton Rouge Parish, LA",22033,2008,2008,Male,M,Neoplasms,C00-D48,16,185363
"East Baton Rouge Parish, LA",22033,2009,2009,Male,M,Neoplasms,C00-D48,12,187253
"East Baton Rouge Parish, LA",22033,2010,2010,Male,M,Neoplasms,C00-D48,11,188725
"East Baton Rouge Parish, LA",22033,2011,2011,Female,F,Neoplasms,C00-D48,12,197195
"East Baton Rouge Parish, LA",22033,2011,2011,Male,M,Neoplasms,C00-D48,15,188714
"East Baton Rouge Parish, LA",22033,2012,2012,Male,M,Neoplasms,C00-D48,13,189074
"East Baton Rouge Parish, LA",22033,2014,2014,Male,M,Neoplasms,C00-D48,10,187484
"East Baton Rouge Parish, LA",22033,2016,2016,Female,F,Neoplasms,C00-D48,12,195864
"Jefferson Parish, LA",22051,2008,2008,Female,F,Neoplasms,C00-D48,13,185862
"Jefferson Parish, LA",22051,2009,2009,Male,M,Neoplasms,C00-D48,10,182163
"Jefferson Parish, LA",22051,2010,2010,Male,M,Neoplasms,C00-D48,10,182743
"Jefferson Parish, LA",22051,2012,2012,Male,M,Neoplasms,C00-D48,18,181664
"Jefferson Parish, LA",22051,2013,2013,Male,M,Neoplasms,C00-D48,13,181041
"Jefferson Parish, LA",22051,2014,2014,Female,F,Neoplasms,C00-D48,13,184161
"Jefferson Parish, LA",22051,2014,2014,Male,M,Neoplasms,C00-D48,14,180319
"Jefferson Parish, LA",22051,2015,2015,Female,F,Neoplasms,C00-D48,12,183232
"Jefferson Parish, LA",22051,2016,2016,Male,M,Neoplasms,C00-D48,15,179292
"Orleans Parish, LA",22071,2008,2008,Male,M,Neoplasms,C00-D48,11,130560
"Orleans Parish, LA",22071,2009,2009,Male,M,Neoplasms,C00-D48,14,141883
"Orleans Parish, LA",22071,2010,2010,Male,M,Neoplasms,C00-D48,10,148601
"Orleans Parish, LA",22071,2011,2011,Female,F,Neoplasms,C00-D48,10,160463
"Orleans Parish, LA",22071,2012,2012,Female,F,Neoplasms,C00-D48,21,164617
"Orleans Parish, LA",22071,2012,2012,Male,M,Neoplasms,C00-D48,16,157301
"Orleans Parish, LA",22071,2013,2013,Male,M,Neoplasms,C00-D48,10,160742
"Orleans Parish, LA",22071,2014,2014,Female,F,Neoplasms,C00-D48,10,171397
"Orleans Parish, LA",22071,2014,2014,Male,M,Neoplasms,C00-D48,13,161613
"Orleans Parish, LA",22071,2015,2015,Male,M,Neoplasms,C00-D48,10,162549
"Orleans Parish, LA",22071,2016,2016,Male,M,Neoplasms,C00-D48,12,162316
"St. Tammany Parish, LA",22103,2014,2014,Male,M,Neoplasms,C00-D48,10,101725
"St. Tammany Parish, LA",22103,2015,2015,Male,M,Neoplasms,C00-D48,11,102658
"Anne Arundel County, MD",24003,2008,2008,Male,M,Neoplasms,C00-D48,15,229761
"Anne Arundel County, MD",24003,2009,2009,Male,M,Neoplasms,C00-D48,11,232218
"Anne Arundel County, MD",24003,2010,2010,Female,F,Neoplasms,C00-D48,10,232960
"Anne Arundel County, MD",24003,2010,2010,Male,M,Neoplasms,C00-D48,10,234216
"Anne Arundel County, MD",24003,2012,2012,Female,F,Neoplasms,C00-D48,13,235907
"Anne Arundel County, MD",24003,2012,2012,Male,M,Neoplasms,C00-D48,11,237931
"Anne Arundel County, MD",24003,2013,2013,Male,M,Neoplasms,C00-D48,11,239299
"Anne Arundel County, MD",24003,2016,2016,Male,M,Neoplasms,C00-D48,19,242443
"Baltimore County, MD",24005,2008,2008,Female,F,Neoplasms,C00-D48,10,347276
"Baltimore County, MD",24005,2008,2008,Male,M,Neoplasms,C00-D48,10,325250
"Baltimore County, MD",24005,2009,2009,Female,F,Neoplasms,C00-D48,12,348536
