County,County Code,Year,Year Code,Gender,Gender Code,UCD - ICD Chapter,UCD - ICD Chapter Code,Deaths,Population
"Baltimore County, MD",24005,2009,2009,Male,M,Neoplasms,C00-D48,17,326634
"Baltimore County, MD",24005,2010,2010,Female,F,Neoplasms,C00-D48,18,350451
"Baltimore County, MD",24005,2010,2010,Male,M,Neoplasms,C00-D48,22,327635
"Baltimore County, MD",24005,2011,2011,Female,F,Neoplasms,C00-D48,15,352262
"Baltimore County, MD",24005,2011,2011,Male,M,Neoplasms,C00-D48,19,329214
"Baltimore County, MD",24005,2012,2012,Female,F,Neoplasms,C00-D48,14,353553
"Baltimore County, MD",24005,2012,2012,Male,M,Neoplasms,C00-D48,16,330745
"Baltimore County, MD",24005,2013,2013,Female,F,Neoplasms,C00-D48,12,353876
"Baltimore County, MD",24005,2013,2013,Male,M,Neoplasms,C00-D48,24,331655
"Baltimore County, MD",24005,2014,2014,Female,F,Neoplasms,C00-D48,12,354577
"Baltimore County, MD",24005,2014,2014,Male,M,Neoplasms,C00-D48,16,331885
"Baltimore County, MD",24005,2015,2015,Female,F,Neoplasms,C00-D48,12,354836
"Baltimore County, MD",24005,2015,2015,Male,M,Neoplasms,C00-D48,20,332611
"Baltimore County, MD",24005,2016,2016,Female,F,Neoplasms,C00-D48,13,352625
"Baltimore County, MD",24005,2016,2016,Male,M,Neoplasms,C00-D48,12,331760
"Montgomery County, MD",24031,2008,2008,Female,F,Neoplasms,C00-D48,11,417622
"Montgomery County, MD",24031,2008,2008,Male,M,Neoplasms,C00-D48,11,398479
"Montgomery County, MD",24031,2009,2009,Female,F,Neoplasms,C00-D48,10,424579
"Montgomery County, MD",24031,2009,2009,Male,M,Neoplasms,C00-D48,14,404597
"Montgomery County, MD",24031,2010,2010,Female,F,Neoplasms,C00-D48,15,430100
"Montgomery County, MD",24031,2010,2010,Male,M,Neoplasms,C00-D48,14,409541
"Montgomery County, MD",24031,2011,2011,Female,F,Neoplasms,C00-D48,12,435348
"Montgomery County, MD",24031,2011,2011,Male,M,Neoplasms,C00-D48,12,416423
"Montgomery County, MD",24031,2012,2012,Female,F,Neoplasms,C00-D48,10,439833
"Montgomery County, MD",24031,2012,2012,Male,M,Neoplasms,C00-D48,13,422109
"Montgomery County, MD",24031,2013,2013,Male,M,Neoplasms,C00-D48,11,425981
"Montgomery County, MD",24031,2014,2014,Male,M,Neoplasms,C00-D48,15,429565
"Montgomery County, MD",24031,2015,2015,Female,F,Neoplasms,C00-D48,19,448854
"Montgomery County, MD",24031,2015,2015,Male,M,Neoplasms,C00-D48,22,431797
"Montgomery County, MD",24031,2016,2016,Female,F,Neoplasms,C00-D48,14,447523
"Montgomery County, MD",24031,2016,2016,Male,M,Neoplasms,C00-D48,16,431556
"Prince George's County, MD",24033,2008,2008,Female,F,Neoplasms,C00-D48,17,391793
"Prince George's County, MD",24033,2008,2008,Male,M,Neoplasms,C00-D48,19,369270
"Prince George's County, MD",24033,2009,2009,Female,F,Neoplasms,C00-D48,16,393307
"Prince George's County, MD",24033,2009,2009,Male,M,Neoplasms,C00-D48,23,371365
"Prince George's County, MD",24033,2010,2010,Female,F,Neoplasms,C00-D48,11,395972
"Prince George's County, MD",24033,2010,2010,Male,M,Neoplasms,C00-D48,17,374016
"Prince George's County, MD",24033,2011,2011,Female,F,Neoplasms,C00-D48,10,397597
"Prince George's County, MD",24033,2011,2011,Male,M,Neoplasms,C00-D48,30,376337
"Prince George's County, MD",24033,2012,2012,Female,F,Neoplasms,C00-D48,16,399345
"Prince George's County, MD",24033,2012,2012,Male,M,Neoplasms,C00-D48,13,379699
"Prince George's County, MD",24033,2013,2013,Female,F,Neoplasms,C00-D48,12,400203
"Prince George's County, MD",24033,2013,2013,Male,M,Neoplasms,C00-D48,14,382007
"Prince George's County, MD",24033,2014,2014,Female,F,Neoplasms,C00-D48,18,403897
"Prince George's County, MD",24033,2014,2014,Male,M,Neoplasms,C00-D48,18,387341
"Prince George's County, MD",24033,2015,2015,Male,M,Neoplasms,C00-D48,21,387751
"Prince George's County, MD",24033,2016,2016,Female,F,Neoplasms,C00-D48,22,400098
"Prince George's County, MD",24033,2016,2016,Male,M,Neoplasms,C00-D48,17,384254
"Baltimore city, MD",24510,2008,2008,Female,F,Neoplasms,C00-D48,19,279999
"Baltimore city, MD",24510,2008,2008,Male,M,Neoplasms,C00-D48,16,258860
"Baltimore city, MD",24510,2009,2009,Female,F,Neoplasms,C00-D48,13,280470
"Baltimore city, MD",24510,2009,2009,Male,M,Neoplasms,C00-D48,14,258588
"Baltimore city, MD",24510,2010,2010,Female,F,Neoplasms,C00-D48,13,280007
"Baltimore city, MD",24510,2010,2010,Male,M,Neoplasms,C00-D48,14,259491
"Baltimore city, MD",24510,2011,2011,Female,F,Neoplasms,C00-D48,11,278877
"Baltimore city, MD",24510,2011,2011,Male,M,Neoplasms,C00-D48,22,258806
"Baltimore city, MD",24510,2012,2012,Female,F,Neoplasms,C00-D48,15,279528
"Baltimore city, MD",24510,2012,2012,Male,M,Neoplasms,C00-D48,22,259188
"Baltimore city, MD",24510,2013,2013,Female,F,Neoplasms,C00-D48,16,278809
"Baltimore city, MD",24510,2013,2013,Male,M,Neoplasms,C00-D48,30,259071
"Baltimore city, MD",24510,2014,2014,Female,F,Neoplasms,C00-D48,20,278897
"Baltimore city, MD",24510,2014,2014,Male,M,Neoplasms,C00-D48,22,258366
"Baltimore city, MD",24510,2015,2015,Female,F,Neoplasms,C00-D48,23,277802
"Baltimore city, MD",24510,2015,2015,Male,M,Neoplasms,C00-D48,16,257444
"Baltimore city, MD",24510,2016,2016,Female,F,Neoplasms,C00-D48,17,274433
"Baltimore city, MD",24510,2016,2016,Male,M,Neoplasms,C00-D48,21,252628
"Bristol County, MA",25005,2008,2008,Male,M,Neoplasms,C00-D48,11,230411
"Bristol County, MA",25005,2009,2009,Female,F,Neoplasms,C00-D48,14,233994
"Bristol County, MA",25005,2009,2009,Male,M,Neoplasms,C00-D48,14,230291
"Bristol County, MA",25005,2010,2010,Male,M,Neoplasms,C00-D48,16,230319
"Bristol County, MA",25005,2011,2011,Male,M,Neoplasms,C00-D48,17,229730
"Bristol County, MA",25005,2012,2012,Male,M,Neoplasms,C00-D48,10,229479
"Bristol County, MA",25005,2013,2013,Female,F,Neoplasms,C00-D48,13,232973
"Bristol County, MA",25005,2013,2013,Male,M,Neoplasms,C00-D48,11,229186
"Bristol County, MA",25005,2014,2014,Male,M,Neoplasms,C00-D48,15,228695
"Bristol County, MA",25005,2015,2015,Female,F,Neoplasms,C00-D48,11,233101
"Bristol County, MA",25005,2015,2015,Male,M,Neoplasms,C00-D48,21,228871
"Bristol County, MA",25005,2016,2016,Female,F,Neoplasms,C00-D48,13,232919
"Essex County, MA",25009,2008,2008,Female,F,Neoplasms,C00-D48,15,317119
"Essex County, MA",25009,2008,2008,Male,M,Neoplasms,C00-D48,17,306812
"Essex County, MA",25009,2009,2009,Male,M,Neoplasms,C00-D48,13,307802
"Essex County, MA",25009,2010,2010,Male,M,Neoplasms,C00-D48,13,308937
"Essex County, MA",25009,2011,2011,Female,F,Neoplasms,C00-D48,11,321740
"Essex County, MA",25009,2011,2011,Male,M,Neoplasms,C00-D48,14,310953
"Essex County, MA",25009,2012,2012,Female,F,Neoplasms,C00-D48,10,322524
"Essex County, MA",25009,2012,2012,Male,M,Neoplasms,C00-D48,13,312357
"Essex County, MA",25009,2013,2013,Male,M,Neoplasms,C00-D48,14,313782
"Essex County, MA",25009,2014,2014,Male,M,Neoplasms,C00-D48,16,315296
"Essex County, MA",25009,2015,2015,Male,M,Neoplasms,C00-D48,12,317178
"Essex County, MA",25009,2016,2016,Male,M,Neoplasms,C00-D48,16,316728
"Hampden County, MA",25013,2008,2008,Male,M,Neoplasms,C00-D48,14,192773
"Hampden County, MA",25013,2010,2010,Female,F,Neoplasms,C00-D48,10,199354
"Hampden County, MA",25013,2010,2010,Male,M,Neoplasms,C00-D48,10,193038
"Hampden County, MA",25013,2011,2011,Male,M,Neoplasms,C00-D48,11,192868
"Hampden County, MA",25013,2012,2012,Male,M,Neoplasms,C00-D48,11,193132
"Hampden County, MA",25013,2013,2013,Male,M,Neoplasms,C00-D48,11,193114
"Hampden County, MA",25013,2014,2014,Male,M,Neoplasms,C00-D48,11,192923
"Hampden County, MA",25013,2015,2015,Male,M,Neoplasms,C00-D48,20,193601
"Hampden County, MA",25013,2016,2016,Female,F,Neoplasms,C00-D48,10,196906
"Hampden County, MA",25013,2016,2016,Male,M,Neoplasms,C00-D48,12,192144
"Middlesex County, MA",25017,2008,2008,Female,F,Neoplasms,C00-D48,19,637818
"Middlesex County, MA",25017,2008,2008,Male,M,Neoplasms,C00-D48,22,629954
"Middlesex County, MA",25017,2009,2009,Female,F,Neoplasms,C00-D48,15,645489
"Middlesex County, MA",25017,2009,2009,Male,M,Neoplasms,C00-D48,26,636933
"Middlesex County, MA",25017,2010,2010,Female,F,Neoplasms,C00-D48,18,649043
"Middlesex County, MA",25017,2010,2010,Male,M,Neoplasms,C00-D48,30,639995
"Middlesex County, MA",25017,2011,2011,Female,F,Neoplasms,C00-D48,30,653560
"Middlesex County, MA",25017,2011,2011,Male,M,Neoplasms,C00-D48,18,645788
"Middlesex County, MA",25017,2012,2012,Female,F,Neoplasms,C00-D48,20,659521
"Middlesex County, MA",25017,2012,2012,Male,M,Neoplasms,C00-D48,29,652191
"Middlesex County, MA",25017,2013,2013,Female,F,Neoplasms,C00-D48,20,663045
"Middlesex County, MA",25017,2013,2013,Male,M,Neoplasms,C00-D48,24,657146
"Middlesex County, MA",25017,2014,2014,Female,F,Neoplasms,C00-D48,18,668643
"Middlesex County, MA",25017,2014,2014,Male,M,Neoplasms,C00-D48,29,663632
"Middlesex County, MA",25017,2015,2015,Female,F,Neoplasms,C00-D48,21,673632
"Middlesex County, MA",25017,2015,2015,Male,M,Neoplasms,C00-D48,30,667545
"Middlesex County, MA",25017,2016,2016,Female,F,Neoplasms,C00-D48,22,671832
"Middlesex County, MA",25017,2016,2016,Male,M,Neoplasms,C00-D48,26,668611
"Norfolk County, MA",25021,2009,2009,Male,M,Neoplasms,C00-D48,14,275864
"Norfolk County, MA",25021,2010,2010,Female,F,Neoplasms,C00-D48,15,289110
"Norfolk County, MA",25021,2010,2010,Male,M,Neoplasms,C00-D48,15,277387
"Norfolk County, MA",25021,2012,2012,Female,F,Neoplasms,C00-D48,14,291754
"Norfolk County, MA",25021,2012,2012,Male,M,Neoplasms,C00-D48,17,280155
"Norfolk County, MA",25021,2013,2013,Female,F,Neoplasms,C00-D48,13,292947
"Norfolk County, MA",25021,2013,2013,Male,M,Neoplasms,C00-D48,15,281490
"Norfolk County, MA",25021,2014,2014,Female,F,Neoplasms,C00-D48,10,293958
"Norfolk County, MA",25021,2014,2014,Male,M,Neoplasms,C00-D48,11,282452
"Norfolk County, MA",25021,2015,2015,Male,M,Neoplasms,C00-D48,10,282813
"Norfolk County, MA",25021,2016,2016,Male,M,Neoplasms,C00-D48,18,282268
"Plymouth County, MA",25023,2008,2008,Female,F,Neoplasms,C00-D48,11,211917
"Plymouth County, MA",25023,2008,2008,Male,M,Neoplasms,C00-D48,13,208091
"Plymouth County, MA",25023,2009,2009,Female,F,Neoplasms,C00-D48,16,212021
"Plymouth County, MA",25023,2009,2009,Male,M,Neoplasms,C00-D48,17,208291
"Plymouth County, MA",25023,2010,2010,Male,M,Neoplasms,C00-D48,18,208586
"Plymouth County, MA",25023,2011,2011,Female,F,Neoplasms,C00-D48,12,212183
"Plymouth County, MA",25023,2013,2013,Male,M,Neoplasms,C00-D48,12,207253
"Plymouth County, MA",25023,2014,2014,Male,M,Neoplasms,C00-D48,17,208144
"Plymouth County, MA",25023,2015,2015,Female,F,Neoplasms,C00-D48,13,211203
"Plymouth County, MA",25023,2015,2015,Male,M,Neoplasms,C00-D48,13,208570
"Plymouth County, MA",25023,2016,2016,Male,M,Neoplasms,C00-D48,16,208298
"Suffolk County, MA",25025,2008,2008,Female,F,Neoplasms,C00-D48,11,315731
"Suffolk County, MA",25025,2008,2008,Male,M,Neoplasms,C00-D48,13,304063
"Suffolk County, MA",25025,2009,2009,Male,M,Neoplasms,C00-D48,21,309892
"Suffolk County, MA",25025,2010,2010,Female,F,Neoplasms,C00-D48,11,325172
"Suffolk County, MA",25025,2010,2010,Male,M,Neoplasms,C00-D48,18,312451
"Suffolk County, MA",25025,2011,2011,Male,M,Neoplasms,C00-D48,17,315974
"Suffolk County, MA",25025,2012,2012,Female,F,Neoplasms,C00-D48,10,333076
"Suffolk County, MA",25025,2012,2012,Male,M,Neoplasms,C00-D48,20,321769
"Suffolk County, MA",25025,2013,2013,Female,F,Neoplasms,C00-D48,13,337183
"Suffolk County, MA",25025,2013,2013,Male,M,Neoplasms,C00-D48,25,326242
"Suffolk County, MA",25025,2014,2014,Female,F,Neoplasms,C00-D48,13,342303
"Suffolk County, MA",25025,2014,2014,Male,M,Neoplasms,C00-D48,13,331049
"Suffolk County, MA",25025,2015,2015,Male,M,Neoplasms,C00-D48,11,336007
"Suffolk County, MA",25025,2016,2016,Female,F,Neoplasms,C00-D48,13,348151
"Suffolk County, MA",25025,2016,2016,Male,M,Neoplasms,C00-D48,20,337696
"Worcester County, MA",25027,2008,2008,Female,F,Neoplasms,C00-D48,13,339296
"Worcester County, MA",25027,2008,2008,Male,M,Neoplasms,C00-D48,14,342463
"Worcester County, MA",25027,2009,2009,Female,F,Neoplasms,C00-D48,15,340742
"Worcester County, MA",25027,2009,2009,Male,M,Neoplasms,C00-D48,12,344344
"Worcester County, MA",25027,2010,2010,Male,M,Neoplasms,C00-D48,10,345668
"Worcester County, MA",25027,2012,2012,Female,F,Neoplasms,C00-D48,11,342519
"Worcester County, MA",25027,2012,2012,Male,M,Neoplasms,C00-D48,14,346754
"Worcester County, MA",25027,2013,2013,Male,M,Neoplasms,C00-D48,17,346284
"Worcester County, MA",25027,2014,2014,Female,F,Neoplasms,C00-D48,10,343439
"Worcester County, MA",25027,2014,2014,Male,M,Neoplasms,C00-D48,13,346634
"Worcester County, MA",25027,2015,2015,Female,F,Neoplasms,C00-D48,18,344330
"Worcester County, MA",25027,2015,2015,Male,M,Neoplasms,C00-D48,15,347643
"Worcester County, MA",25027,2016,2016,Female,F,Neoplasms,C00-D48,15,342819
"Worcester County, MA",25027,2016,2016,Male,M,Neoplasms,C00-D48,12,346550
"Genesee County, MI",26049,2008,2008,Female,F,Neoplasms,C00-D48,10,188895
"Genesee County, MI",26049,2010,2010,Male,M,Neoplasms,C00-D48,10,177904
"Ingham County, MI",26065,2010,2010,Male,M,Neoplasms,C00-D48,11,122614
"Kent County, MI",26081,2011,2011,Male,M,Neoplasms,C00-D48,10,264543
"Kent County, MI",26081,2013,2013,Male,M,Neoplasms,C00-D48,12,269044
"Kent County, MI",26081,2014,2014,Female,F,Neoplasms,C00-D48,12,271843
"Kent County, MI",26081,2016,2016,Female,F,Neoplasms,C00-D48,12,274928
"Kent County, MI",26081,2016,2016,Male,M,Neoplasms,C00-D48,11,275876
"Macomb County, MI",26099,2008,2008,Female,F,Neoplasms,C00-D48,10,355823
"Macomb County, MI",26099,2008,2008,Male,M,Neoplasms,C00-D48,14,355485
"Macomb County, MI",26099,2009,2009,Male,M,Neoplasms,C00-D48,11,354824
"Macomb County, MI",26099,2010,2010,Female,F,Neoplasms,C00-D48,14,357137
"Macomb County, MI",26099,2010,2010,Male,M,Neoplasms,C00-D48,17,354239
"Macomb County, MI",26099,2011,2011,Female,F,Neoplasms,C00-D48,19,357091
"Macomb County, MI",26099,2011,2011,Male,M,Neoplasms,C00-D48,16,353702
"Macomb County, MI",26099,2012,2012,Male,M,Neoplasms,C00-D48,19,354279
"Macomb County, MI",26099,2013,2013,Male,M,Neoplasms,C00-D48,15,355987
"Macomb County, MI",26099,2015,2015,Male,M,Neoplasms,C00-D48,16,357563
"Macomb County, MI",26099,2016,2016,Female,F,Neoplasms,C00-D48,13,360351
"Macomb County, MI",26099,2016,2016,Male,M,Neoplasms,C00-D48,21,357238
"Oakland County, MI",26125,2008,2008,Female,F,Neoplasms,C00-D48,12,521831
"Oakland County, MI",26125,2008,2008,Male,M,Neoplasms,C00-D48,19,512204
"Oakland County, MI",26125,2009,2009,Female,F,Neoplasms,C00-D48,24,521564
"Oakland County, MI",26125,2009,2009,Male,M,Neoplasms,C00-D48,21,510216
"Oakland County, MI",26125,2010,2010,Female,F,Neoplasms,C00-D48,17,521488
"Oakland County, MI",26125,2010,2010,Male,M,Neoplasms,C00-D48,19,508652
"Oakland County, MI",26125,2011,2011,Female,F,Neoplasms,C00-D48,15,522934
"Oakland County, MI",26125,2011,2011,Male,M,Neoplasms,C00-D48,17,509791
"Oakland County, MI",26125,2012,2012,Female,F,Neoplasms,C00-D48,10,524077
"Oakland County, MI",26125,2012,2012,Male,M,Neoplasms,C00-D48,15,510876
"Oakland County, MI",26125,2013,2013,Female,F,Neoplasms,C00-D48,15,525136
"Oakland County, MI",26125,2013,2013,Male,M,Neoplasms,C00-D48,22,513226
"Oakland County, MI",26125,2014,2014,Female,F,Neoplasms,C00-D48,16,524036
"Oakland County, MI",26125,2014,2014,Male,M,Neoplasms,C00-D48,25,514003
"Oakland County, MI",26125,2015,2015,Female,F,Neoplasms,C00-D48,21,522150
"Oakland County, MI",26125,2015,2015,Male,M,Neoplasms,C00-D48,14,513962
"Oakland County, MI",26125,2016,2016,Female,F,Neoplasms,C00-D48,17,518512
"Oakland County, MI",26125,2016,2016,Male,M,Neoplasms,C00-D48,17,513611
"Wayne County, MI",26163,2008,2008,Female,F,Neoplasms,C00-D48,44,820266
"Wayne County, MI",26163,2008,2008,Male,M,Neoplasms,C00-D48,50,790033
"Wayne County, MI",26163,2009,2009,Female,F,Neoplasms,C00-D48,38,806604
"Wayne County, MI",26163,2009,2009,Male,M,Neoplasms,C00-D48,41,777188
"Wayne County, MI",26163,2010,2010,Female,F,Neoplasms,C00-D48,36,797745
"Wayne County, MI",26163,2010,2010,Male,M,Neoplasms,C00-D48,50,768681
"Wayne County, MI",26163,2011,2011,Female,F,Neoplasms,C00-D48,38,787241
"Wayne County, MI",26163,2011,2011,Male,M,Neoplasms,C00-D48,57,759950
"Wayne County, MI",26163,2012,2012,Female,F,Neoplasms,C00-D48,27,780355
"Wayne County, MI",26163,2012,2012,Male,M,Neoplasms,C00-D48,43,752967
"Wayne County, MI",26163,2013,2013,Female,F,Neoplasms,C00-D48,26,769254
"Wayne County, MI",26163,2013,2013,Male,M,Neoplasms,C00-D48,38,742456
"Wayne County, MI",26163,2014,2014,Female,F,Neoplasms,C00-D48,35,762943
"Wayne County, MI",26163,2014,2014,Male,M,Neoplasms,C00-D48,35,735465
"Wayne County, MI",26163,2015,2015,Female,F,Neoplasms,C00-D48,36,757351
"Wayne County, MI",26163,2015,2015,Male,M,Neoplasms,C00-D48,36,730329
"Wayne County, MI",26163,2016,2016,Female,F,Neoplasms,C00-D48,32,749860
"Wayne County, MI",26163,2016,2016,Male,M,Neoplasms,C00-D48,58,724261
"Dakota County, MN",27037,2009,2009,Male,M,Neoplasms,C00-D48,10,175497
"Hennepin County, MN",27053,2008,2008,Female,F,Neoplasms,C00-D48,16,495586
"Hennepin County, MN",27053,2008,2008,Male,M,Neoplasms,C00-D48,32,497359
"Hennepin County, MN",27053,2009,2009,Female,F,Neoplasms,C00-D48,26,500616
"Hennepin County, MN",27053,2009,2009,Male,M,Neoplasms,C00-D48,33,501683
"Hennepin County, MN",27053,2010,2010,Female,F,Neoplasms,C00-D48,14,502812
"Hennepin County, MN",27053,2010,2010,Male,M,Neoplasms,C00-D48,24,503264
"Hennepin County, MN",27053,2011,2011,Female,F,Neoplasms,C00-D48,20,507810
"Hennepin County, MN",27053,2011,2011,Male,M,Neoplasms,C00-D48,26,510034
"Hennepin County, MN",27053,2012,2012,Female,F,Neoplasms,C00-D48,13,513086
"Hennepin County, MN",27053,2012,2012,Male,M,Neoplasms,C00-D48,22,515024
"Hennepin County, MN",27053,2013,2013,Female,F,Neoplasms,C00-D48,20,517299
"Hennepin County, MN",27053,2013,2013,Male,M,Neoplasms,C00-D48,22,518958
"Hennepin County, MN",27053,2014,2014,Female,F,Neoplasms,C00-D48,16,520775
"Hennepin County, MN",27053,2014,2014,Male,M,Neoplasms,C00-D48,16,523002
"Hennepin County, MN",27053,2015,2015,Female,F,Neoplasms,C00-D48,16,522422
"Hennepin County, MN",27053,2015,2015,Male,M,Neoplasms,C00-D48,21,526562
"Hennepin County, MN",27053,2016,2016,Female,F,Neoplasms,C00-D48,16,522859
"Hennepin County, MN",27053,2016,2016,Male,M,Neoplasms,C00-D48,11,529615
"Ramsey County, MN",27123,2009,2009,Male,M,Neoplasms,C00-D48,18,217143
"Ramsey County, MN",27123,2010,2010,Female,F,Neoplasms,C00-D48,10,222476
"Ramsey County, MN",27123,2010,2010,Male,M,Neoplasms,C00-D48,11,217976
"Ramsey County, MN",27123,2011,2011,Male,M,Neoplasms,C00-D48,14,220187
"Ramsey County, MN",27123,2012,2012,Female,F,Neoplasms,C00-D48,10,226144
"Ramsey County, MN",27123,2014,2014,Female,F,Neoplasms,C00-D48,10,229743
"Ramsey County, MN",27123,2014,2014,Male,M,Neoplasms,C00-D48,11,225972
"Ramsey County, MN",27123,2015,2015,Male,M,Neoplasms,C00-D48,10,227479
"Ramsey County, MN",27123,2016,2016,Female,F,Neoplasms,C00-D48,12,230933
"Hinds County, MS",28049,2016,2016,Male,M,Neoplasms,C00-D48,11,98304
"Greene County, MO",29077,2012,2012,Male,M,Neoplasms,C00-D48,12,117788
"Jackson County, MO",29095,2008,2008,Female,F,Neoplasms,C00-D48,10,290687
"Jackson County, MO",29095,2008,2008,Male,M,Neoplasms,C00-D48,20,283080
"Jackson County, MO",29095,2009,2009,Female,F,Neoplasms,C00-D48,13,292948
"Jackson County, MO",29095,2009,2009,Male,M,Neoplasms,C00-D48,15,285055
"Jackson County, MO",29095,2010,2010,Female,F,Neoplasms,C00-D48,10,294342
"Jackson County, MO",29095,2010,2010,Male,M,Neoplasms,C00-D48,18,286242
"Jackson County, MO",29095,2011,2011,Female,F,Neoplasms,C00-D48,15,294520
"Jackson County, MO",29095,2011,2011,Male,M,Neoplasms,C00-D48,10,286548
"Jackson County, MO",29095,2012,2012,Female,F,Neoplasms,C00-D48,12,294224
"Jackson County, MO",29095,2012,2012,Male,M,Neoplasms,C00-D48,16,285847
"Jackson County, MO",29095,2013,2013,Male,M,Neoplasms,C00-D48,12,286070
"Jackson County, MO",29095,2014,2014,Female,F,Neoplasms,C00-D48,18,294706
"Jackson County, MO",29095,2014,2014,Male,M,Neoplasms,C00-D48,15,286526
"Jackson County, MO",29095,2015,2015,Female,F,Neoplasms,C00-D48,11,295593
"Jackson County, MO",29095,2015,2015,Male,M,Neoplasms,C00-D48,18,287549
"Jackson County, MO",29095,2016,2016,Female,F,Neoplasms,C00-D48,10,296300
"Jackson County, MO",29095,2016,2016,Male,M,Neoplasms,C00-D48,10,288468
"St. Charles County, MO",29183,2013,2013,Male,M,Neoplasms,C00-D48,13,160100
"St. Louis County, MO",29189,2008,2008,Female,F,Neoplasms,C00-D48,18,433194
"St. Louis County, MO",29189,2008,2008,Male,M,Neoplasms,C00-D48,13,407232
"St. Louis County, MO",29189,2009,2009,Female,F,Neoplasms,C00-D48,19,432602
"St. Louis County, MO",29189,2009,2009,Male,M,Neoplasms,C00-D48,22,406615
"St. Louis County, MO",29189,2010,2010,Female,F,Neoplasms,C00-D48,13,432230
"St. Louis County, MO",29189,2010,2010,Male,M,Neoplasms,C00-D48,19,406027
"St. Louis County, MO",29189,2011,2011,Female,F,Neoplasms,C00-D48,10,431070
"St. Louis County, MO",29189,2011,2011,Male,M,Neoplasms,C00-D48,17,404698
"St. Louis County, MO",29189,2012,2012,Female,F,Neoplasms,C00-D48,16,429383
"St. Louis County, MO",29189,2013,2013,Female,F,Neoplasms,C00-D48,14,427333
"St. Louis County, MO",29189,2013,2013,Male,M,Neoplasms,C00-D48,20,401455
"St. Louis County, MO",29189,2014,2014,Female,F,Neoplasms,C00-D48,18,425248
"St. Louis County, MO",29189,2014,2014,Male,M,Neoplasms,C00-D48,24,400118
"St. Louis County, MO",29189,2015,2015,Female,F,Neoplasms,C00-D48,17,423531
"St. Louis County, MO",29189,2015,2015,Male,M,Neoplasms,C00-D48,17,399300
"St. Louis County, MO",29189,2016,2016,Female,F,Neoplasms,C00-D48,15,418221
"St. Louis County, MO",29189,2016,2016,Male,M,Neoplasms,C00-D48,17,396371
"St. Louis city, MO",29510,2008,2008,Male,M,Neoplasms,C00-D48,10,136702
"St. Louis city, MO",29510,2009,2009,Male,M,Neoplasms,C00-D48,10,137895
"St. Louis city, MO",29510,2010,2010,Male,M,Neoplasms,C00-D48,12,138270
"St. Louis city, MO",29510,2011,2011,Male,M,Neoplasms,C00-D48,10,138010
"St. Louis city, MO",29510,2012,2012,Male,M,Neoplasms,C00-D48,13,137398
"St. Louis city, MO",29510,2013,2013,Female,F,Neoplasms,C00-D48,10,140718
"St. Louis city, MO",29510,2013,2013,Male,M,Neoplasms,C00-D48,10,137476
"St. Louis city, MO",29510,2015,2015,Male,M,Neoplasms,C00-D48,13,135593
"Douglas County, NE",31055,2010,2010,Female,F,Neoplasms,C00-D48,10,227149
"Douglas County, NE",31055,2010,2010,Male,M,Neoplasms,C00-D48,15,227027
"Douglas County, NE",31055,2011,2011,Male,M,Neoplasms,C00-D48,11,230172
"Douglas County, NE",31055,2015,2015,Male,M,Neoplasms,C00-D48,10,239051
"Douglas County, NE",31055,2016,2016,Male,M,Neoplasms,C00-D48,10,240051
"Clark County, NV",32003,2008,2008,Female,F,Neoplasms,C00-D48,26,823701
"Clark County, NV",32003,2008,2008,Male,M,Neoplasms,C00-D48,31,854528
"Clark County, NV",32003,2009,2009,Female,F,Neoplasms,C00-D48,24,833968
"Clark County, NV",32003,2009,2009,Male,M,Neoplasms,C00-D48,28,863696
"Clark County, NV",32003,2010,2010,Female,F,Neoplasms,C00-D48,21,838322
"Clark County, NV",32003,2010,2010,Male,M,Neoplasms,C00-D48,29,865403
"Clark County, NV",32003,2011,2011,Female,F,Neoplasms,C00-D48,37,842631
"Clark County, NV",32003,2011,2011,Male,M,Neoplasms,C00-D48,22,869059
"Clark County, NV",32003,2012,2012,Female,F,Neoplasms,C00-D48,25,851189
"Clark County, NV",32003,2012,2012,Male,M,Neoplasms,C00-D48,29,876738
"Clark County, NV",32003,2013,2013,Female,F,Neoplasms,C00-D48,29,858764
"Clark County, NV",32003,2013,2013,Male,M,Neoplasms,C00-D48,40,882533
"Clark County, NV",32003,2014,2014,Female,F,Neoplasms,C00-D48,27,874570
"Clark County, NV",32003,2014,2014,Male,M,Neoplasms,C00-D48,34,893715
"Clark County, NV",32003,2015,2015,Female,F,Neoplasms,C00-D48,26,890958
"Clark County, NV",32003,2015,2015,Male,M,Neoplasms,C00-D48,27,907164
"Clark County, NV",32003,2016,2016,Female,F,Neoplasms,C00-D48,32,904747
"Clark County, NV",32003,2016,2016,Male,M,Neoplasms,C00-D48,26,919457
"Washoe County, NV",32031,2008,2008,Male,M,Neoplasms,C00-D48,12,185056
"Washoe County, NV",32031,2010,2010,Female,F,Neoplasms,C00-D48,14,178907
"Washoe County, NV",32031,2011,2011,Female,F,Neoplasms,C00-D48,10,179854
"Washoe County, NV",32031,2012,2012,Male,M,Neoplasms,C00-D48,10,186896
"Hillsborough County, NH",33011,2011,2011,Male,M,Neoplasms,C00-D48,12,175220
"Hillsborough County, NH",33011,2012,2012,Female,F,Neoplasms,C00-D48,10,171953
"Hillsborough County, NH",33011,2013,2013,Male,M,Neoplasms,C00-D48,16,174243
